resultsTargetWeights;resultsAlignWeights;resultsCohesionWeights;resultsSeparateWeights;resultsNumPreys;resultsNumPredators
0.5101431;0.3676543;0.4889976;0.5718344;16;20
0.5099435;0.3676237;0.4894341;0.5714858;16;20
0.5098308;0.3675914;0.4898298;0.5711146;16;20
0.5098087;0.3675452;0.4901823;0.5707353;16;20
0.509877;0.3674808;0.4904906;0.5703571;16;20
0.5100238;0.3674162;0.4907545;0.5699692;16;20
0.5102659;0.3673233;0.4909747;0.5696015;16;20
0.5105994;0.3672106;0.4911521;0.5692494;16;20
0.5109873;0.3671456;0.4912891;0.5688601;15;20
0.4788958;0.3824927;0.457486;0.6063676;15;20
0.4796042;0.3825724;0.4575504;0.6061215;15;20
0.4814316;0.4112514;0.3958496;0.605805;15;20
0.482205;0.4115044;0.3959997;0.6054752;15;20
0.483263;0.4114426;0.3961156;0.6051884;15;20
0.4843606;0.4114846;0.3961998;0.6049129;15;20
0.4845122;0.3833916;0.4573586;0.6046445;15;20
0.4858443;0.3835281;0.4572303;0.6044008;15;20
0.487277;0.3836583;0.4570761;0.6041714;15;20
0.4887925;0.3837833;0.4568971;0.6039551;15;20
0.4903671;0.383904;0.4566943;0.6037505;15;20
0.4919727;0.3840216;0.4564691;0.6035566;15;20
0.4935784;0.3841371;0.4562221;0.6033716;15;20
0.4951535;0.3842516;0.4559539;0.6031939;15;20
0.4966698;0.3843666;0.4556651;0.6030218;15;20
0.4981034;0.384483;0.4553561;0.6028531;15;20
0.4994367;0.3846025;0.455027;0.6026855;15;20
0.5006581;0.3847262;0.454678;0.6025161;15;20
0.5017621;0.3848557;0.454309;0.6023418;14;20
0.5690986;0.4494081;0.4618368;0.6021529;15;20
0.5699691;0.4495156;0.4616786;0.6019572;15;20
0.5707312;0.4496337;0.4615151;0.6017437;15;20
0.5713927;0.4497641;0.4613471;0.6015068;15;20
0.571962;0.4499084;0.4611757;0.6012394;15;20
0.5724477;0.4500684;0.4610015;0.600934;15;20
0.5728577;0.4502458;0.4608255;0.6005808;15;20
0.5731995;0.4504422;0.4606484;0.6001688;15;20
0.5734796;0.4506588;0.4604708;0.5996846;5;20
0.6099545;0.3974892;0.473816;0.3949208;14;20
0.6274881;0.331953;0.4073661;0.392715;15;20
0.6270213;0.3320652;0.4073388;0.3923293;15;20
0.626549;0.3321832;0.4073134;0.3918853;15;21
0.6260713;0.3323065;0.4072896;0.3913803;15;21
0.6255894;0.3324346;0.4072675;0.3908126;15;21
0.6251041;0.3325664;0.4072471;0.3901823;15;21
0.6246168;0.3327013;0.4072283;0.3894909;15;21
0.6241286;0.3328385;0.407211;0.3887416;15;21
0.6236411;0.3329768;0.4071951;0.3879391;15;21
0.6231555;0.3331155;0.4071805;0.3870896;15;21
0.6226732;0.3332537;0.4071671;0.3862004;15;21
0.6221957;0.3333904;0.4071547;0.3852798;15;21
0.6217241;0.3335249;0.4071432;0.3843366;15;21
0.6212597;0.3336565;0.4071323;0.3833798;15;21
0.6208038;0.3337845;0.4071218;0.3824185;15;21
0.6203574;0.3339083;0.4071117;0.3814612;15;21
0.6199213;0.3340276;0.4071016;0.380516;15;21
0.6194964;0.3341418;0.4070916;0.37959;15;21
0.6190832;0.3342508;0.4070812;0.3786897;15;21
0.6186823;0.3343543;0.4070705;0.3778201;15;21
0.6182941;0.3344523;0.4070593;0.3769856;15;21
0.6179188;0.3345446;0.4070476;0.3761896;15;21
0.6175567;0.3346313;0.4070352;0.3754345;15;21
0.6172076;0.3347124;0.4070221;0.3747219;15;21
0.6168719;0.3347881;0.4070082;0.3740526;15;21
0.6165489;0.3348585;0.4069937;0.3734266;15;21
0.616239;0.3349237;0.4069783;0.3728437;15;21
0.6159416;0.334984;0.4069622;0.372303;15;21
0.6156566;0.3350396;0.4069453;0.3718034;15;21
0.6153835;0.3350908;0.4069279;0.3713434;15;21
0.6151221;0.3351375;0.4069096;0.3709213;15;21
0.6148722;0.3351804;0.4068908;0.3705353;15;21
0.6146332;0.3352194;0.4068714;0.3701834;15;21
0.6144047;0.3352549;0.4068514;0.3698638;15;21
0.6141865;0.3352869;0.4068309;0.3695745;15;21
0.6139781;0.3353159;0.4068098;0.3693134;15;21
0.6137791;0.335342;0.4067884;0.3690788;15;21
0.6135892;0.3353653;0.4067664;0.3688687;14;21
0.6034648;0.3354082;0.3988709;0.4349018;16;21
0.6303611;0.3123787;0.3738176;0.4840556;16;21
0.6302034;0.3123842;0.3738066;0.4840194;16;21
0.6300528;0.3123888;0.3737956;0.4839907;16;21
0.6299087;0.3123924;0.3737845;0.4839688;16;21
0.6297711;0.3123953;0.3737734;0.483953;17;21
0.6304107;0.3528447;0.4103735;0.4603731;17;21
0.6293805;0.3528461;0.4103465;0.4605756;17;21
0.6283731;0.3528469;0.4103193;0.4607829;17;21
0.627389;0.3528473;0.4102919;0.4609942;17;21
0.6264288;0.3528472;0.4102645;0.4612087;17;21
0.6254928;0.3528466;0.4102369;0.461426;17;21
0.6245816;0.3528457;0.4102093;0.4616452;17;21
0.6236953;0.3528446;0.4101817;0.4618658;17;21
0.622834;0.3528431;0.4101541;0.4620874;16;21
